item_id|item_revision_id|object_type|CLASS_ID|CLASS_NAME|Blade Tip stacking|Blade code|Blades layout|Degree °|Drive Type|Fan Layout Application|Hub axial depth|Hub diameter|Lip|Lip shape|Max diameter|Max. Blade-hub radius|Max. Blade-tip radius|Min. Blade-gap|Moments of Inertia  (Iz)|Motor-blade position|Nominal diameter|Numbers of blades|Ring|Ring axial depth|Ring thickness|Rotation|Type
8250016|00|825|825-914|Fan||8250016/1||0||Upstream|42.00|124.00|No||305.00|0.00|0.00|0.00|0|0.00|305.00|6|No|0.00|0.00|CCW|Axial
8250020|00|825|825-914|Fan||8250001/1||0||Upstream|19.60|70.00|No||190.00|0.00|0.00|0.00|0|0.00|190.00|5|No|0.00|0.00|CCW|Axial
8250021|00|825|825-914|Fan||8250016/1||0||Upstream|42.00|124.00|No||305.00|0.00|0.00|0.00|0|0.00|305.00|6|No|0.00|0.00|CCW|Axial
8250017|00|825|825-914|Fan||8250001/1||0||Upstream|37.00|72.00|No||190.00|0.00|0.00|0.00|0|0.00|190.00|5|No|0.00|0.00|CCW|Axial
8250018|00|825|825-914|Fan|RADIAL|0|Symmetric|0|Seeger and Ø2.5 pin on Ø10mm shaft|Upstream|45.00|124.00|No||305.00|1.50|0.00|0.00|0|0.00|305.00|6|No|0.00|0.00|CW|Axial
8250037|00|825|825-914|Fan||8250036/1||0||Upstream|37.00|70.00|No||188.00|0.00|0.00|0.00|0|0.00|188.00|5|No|0.00|0.00|CCW|Axial
8250090|12-|825|825-914|Fan|FW|8280294|Symmetric|0|3 M5x120° Ø95mm Ø104mm|Upstream|35.50|180.20|Yes||488.00|0.50|0.50|0.00|0|6.90|460.00|6|Yes|22.00|2.50|CW|Axial
8250090|13-|825|825-914|Fan|FW|8280294|Symmetric|0|3 M5x120° Ø95mm Ø104mm|Upstream|35.50|180.20|Yes||488.00|0.50|0.50|0.00|0|6.90|460.00|6|Yes|22.00|2.50|CW|Axial
8250090|11|825|825-914|Fan|FW|8280294|Symmetric|0|3 M5x120° Ø95mm Ø104mm|Upstream|37.00|180.00|Yes||488.00|0.00|0.00|0.00|0|0.00|460.00|6|Yes|22.00|2.50|CW|Axial
8250170|00-|825|825-914|Fan|BW|8280545|Asymmetric|38.92 41.46 41.4 38.91 38.93 38.93 43.61 38.51 39.32|3 M5x120° Ø100mm|Upstream|38.70|202.00|Yes||519.00|2.50|0.00|0.00|0|6.18|510.00|9|Yes|20.00|2.80|CW|Axial
8250173|00-|825|825-914|Fan|BW|8280538|Symmetric|0|3 M5x120° Ø100mm|Upstream|42.00|202.00|Yes||541.00|1.00|1.00|0.00|32200|0.83|520.00|9|Yes|21.50|2.60|CW|Axial
8250186|00-|825|825-914|Fan|FW|8280294|Symmetric|0|3 M5x120° Ø100mm|Upstream|37.10|180.00|Yes||488.00|2.00|3.00|0.00|0|5.40|460.00|6|Yes|22.00|2.50|CW|Axial
8250186|03-|825|825-914|Fan|FW|8280294|Symmetric|0|3 M5x120° Ø100mm|Upstream|37.10|180.00|Yes||488.00|2.00|3.00|0.00|16380|5.40|460.00|6|Yes|22.00|2.50|CW|Axial
8250186|02-|825|825-914|Fan|FW|8280294|Symmetric|0|3 M5x120° Ø100mm|Upstream|37.10|180.00|Yes||488.00|2.00|3.00|0.00|0|5.40|460.00|6|Yes|22.00|2.50|CW|Axial
8250186|01-|825|825-914|Fan|FW|8280294|Symmetric|0|3 M5x120° Ø100mm|Upstream|37.10|180.00|Yes||488.00|2.00|3.00|0.00|0|5.40|460.00|6|Yes|22.00|2.50|CW|Axial
8250217|00-|825|825-914|Fan|FW|8280669|Asymmetric|54.93255 102.2938 149.655 210.4132 257.775 305 1369|3 M5x120° Ø100mm|Upstream|36.50|160.00|Yes||404.00|1.50|0.00|0.00|61678|1.42|390.00|7|Yes|16.00|2.80|CW|Axial
8250219|00-|825|825-914|Fan|BW|8280634|Asymmetric|56.15 52.06 48.23 54.98 46.61 59.09 42.88|3 M5x120° Ø100mm Ø117mm|Upstream|42.67|190.00|Yes|VW|530.00|5.00|1.00|0.00|12735|0.00|520.00|7|Yes|24.60|2.50|CW|Axial
8250224|03-|825|825-914|Fan|FW|8280671|Asymmetric|33.1 41.4 33.7 40 33.2 33.16 34.79 44.2 33.4 33.2|3 M5x120° Ø100mm|Upstream|33.50|147.00|Yes||366.00|2.00|1.50|0.00|5784|7.00|350.00|10|Yes|21.00|2.00|CW|Axial
8250224|01-|825|825-914|Fan|FW|8280671|Asymmetric|33.1 41.4 33.7 40 33.2 33.16 34.79 44.2 33.4 33.2|3 M5x120° Ø100mm|Upstream|33.50|147.00|Yes||366.00|2.00|1.50|0.00|5784|7.02|350.00|10|Yes|27.00|2.00|CW|Axial
8250224|04-|825|825-914|Fan|FW|8280671|Asymmetric|33.1 41.4 33.7 40 33.2 33.16 34.79 44.2 33.4 33.2|3 M5x120° Ø100mm|Upstream|33.50|147.00|Yes||366.00|2.00|1.50|0.00|5784|7.00|350.00|10|Yes|21.00|2.00|CW|Axial
8250224|00-|825|825-914|Fan|FW|8280671|Asymmetric|33.1 41.4 33.7 40 33.2 33.16 34.79 44.2 33.4 33.2|3 M5x120° Ø100mm|Upstream|33.50|147.00|Yes||366.00|2.00|1.50|0.00|5784|7.02|350.00|10|Yes|27.00|2.00|CW|Axial
8250224|02-|825|825-914|Fan|FW|8280671|Asymmetric|33.1 41.4 33.7 40 33.2 33.16 34.79 44.2 33.4 33.2|3 M5x120° Ø100mm|Upstream|33.50|147.00|Yes||366.00|2.00|1.50|0.00|5784|7.00|350.00|10|Yes|21.00|2.00|CW|Axial
8250230|00-|825|825-914|Fan|FW|8280672|Symmetric|0|3 M5x120° Ø100mm|Upstream|42.40|156.00|Yes||420.00|4.00|4.00|0.00|11129|3.94|400.00|8|Yes|32.00|2.00|CW|Axial
8250232|00-|825|825-914|Fan|FW|8280700|Asymmetric|37.3 38.1 39.6 43.6 41.9 33.5 42.1 40.4 43.5|3 M5x120° Ø100mm Ø117mm|Upstream|38.40|156.00|Yes||420.00|0.00|0.00|0.00|10386|1.87|400.00|9|Yes|32.00|2.00|CW|Axial
8250237|00-|825|825-914|Fan|FW|8280716|Asymmetric|66.3 43.6 51.5 47.4 63.7 43.6 43.9|3 M5x120° Ø100mm|Upstream|41.00|170.40|Yes||445.00|0.00|0.00|0.00|13809|5.37|430.00|7|Yes|26.00|2.20|CW|Axial
8250239|00-|825|825-914|Fan|FW|8280712|Asymmetric|0|M5 Milled Ø6.5mm shaft|Upstream|37.00|142.00|Yes||334.00|3.00|1.00|0.00|6357|2.10|322.00|7|Yes|35.00|2.50|CW|Axial
8250241|00-|825|825-914|Fan|FW|8280713|Asymmetric|54.6 41.8 41.8 41.8 54.6 41.8 41.8 41.8|3 M5x120° Ø100mm|Upstream|37.00|142.00|Yes||334.00|3.00|1.00|0.00|6080|2.83|322.00|8|Yes|35.00|2.50|CW|Axial
8250245|02-|825|825-914|Fan|FW|8280705|Asymmetric|0|M5 Milled Ø6.5mm shaft|Upstream|31.00|162.00|Yes||405.00|2.00|2.00|0.00|60537|9.40|384.00|9|Yes|25.30|2.50|CW|Axial
8250245|00-|825|825-914|Fan|FW|8280705|Asymmetric|0|M5 Milled Ø6.5mm shaft|Upstream|31.00|162.00|Yes||405.00|2.00|2.00|0.00|60537|9.40|384.00|9|Yes|25.30|2.50|CW|Axial
8250245|01-|825|825-914|Fan|FW|8280705|Asymmetric|0|M5 Milled Ø6.5mm shaft|Upstream|31.00|162.00|Yes||405.00|2.00|2.00|0.00|60537|9.40|384.00|9|Yes|25.30|2.50|CW|Axial
8250246|00-|825|825-914|Fan|BW|8280724|Symmetric|0|3 M5x120° Ø100mm|Upstream|44.00|170.00|Yes||415.00|2.00|0.50|0.00|13908|17.50|400.00|13|Yes|21.00|2.50|CW|Axial
8250261|01-|825|825-914|Fan|FW|8280743|Asymmetric|38.78 48.95 34.89 41.45 35.02 43.52 42.39 40.86 34.14|M5 Milled Ø6.5mm shaft|Upstream|35.00|174.00|Yes||460.00|3.50|4.00|0.00|15036|0.50|440.00|9|Yes|20.00|2.70|CW|Axial
8250261|02-|825|825-914|Fan|FW|8280743|Asymmetric|38.78 48.95 34.89 41.45 35.02 43.52 42.39 40.86 34.14|M5 Milled Ø6.5mm shaft|Upstream|35.00|174.00|Yes||460.00|3.50|4.00|0.00|15036|0.50|440.00|9|Yes|20.00|2.70|CW|Axial
8250261|00-|825|825-914|Fan|FW|8280743|Asymmetric|38.78 48.95 34.89 41.45 35.02 43.52 42.39 40.86 34.14|M5 Milled Ø6.5mm shaft|Upstream|35.00|174.00|Yes||460.00|3.50|4.00|0.00|15036|0.50|440.00|9|Yes|20.00|2.70|CW|Axial
8250266|00-|825|825-914|Fan|FW|8280764|Asymmetric|52.2 47.3 41.8 38.7 38.7 41.8 47.3 52.2|3 M5x120° Ø100mm|Upstream|39.00|162.00|Yes|U|404.00|0.00|0.00|0.00|11147|3.30|389.40|8|Yes|22.00|2.80|CW|Axial
8250294|01-|825|825-914|Fan|FW|8280569|Asymmetric|33.1 41.4 33.7 40 33.2 33.16 34.79 44.2 33.4 33.2|3 M5x120° Ø100mm|Upstream|33.00|147.00|Yes||384.00|2.50|2.50|0.00|7094|0.68|370.00|10|Yes|27.00|2.00|CW|Axial
8250294|00-|825|825-914|Fan|FW|8280569|Asymmetric|33.1 41.4 33.7 40 33.2 33.16 34.79 44.2 33.4 33.2|3 M5x120° Ø100mm|Upstream|33.00|147.00|Yes||384.00|2.50|2.50|0.00|7059|0.68|370.00|10|Yes|27.00|2.00|CW|Axial
8250309|00-|825|825-914|Fan|FW|8280808|Asymmetric|43.5 48.7 57 61.6 57 48.7 43.5|M5 Milled Ø6.5mm shaft|Upstream|41.70|160.60|Yes||383.00|2.00|0.50|0.00|8923|3.90|370.00|7|Yes|21.00|2.00|CW|Axial
8250336|01-|825|825-914|Fan|BW|8280478|Symmetric|0|3 M5x120° Ø117mm|Upstream|40.00|198.00|Yes||516.20|1.50|1.00|0.00|25227|0.20|500.00|9|Yes|20.00|2.50|CW|Axial
8250336|00-|825|825-914|Fan|BW|8280478|Symmetric|0|3 M5x120° Ø117mm|Upstream|40.00|198.00|Yes||516.20|1.50|1.00|0.00|25227|0.20|500.00|9|Yes|20.00|2.50|CW|Axial
8250342|00-|825|825-914|Fan|BW|8280538|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|42.70|202.00|Yes||536.80|5.00|2.50|0.00|31712|4.70|520.00|9|Yes|21.50|3.00|CW|Axial
8250023|00|825|825-914|Fan||8250001/1||0||Upstream|15.00|70.00|No||190.00|0.00|0.00|0.00|0|0.00|190.00|5|No|0.00|0.00|CCW|Axial
8250093|00-|825|825-914|Fan|FW|8280053|Asymmetric|54 67.3 71.3 56.3 54 54.3|Seeger and pins on Metal plate|Upstream|42.00|140.00|Yes||383.00|0.00|0.00|0.00|0|0.11|370.00|6|Yes|27.00|2.00|CW|Axial
8250114|03-|825|825-914|Fan||0|Symmetric|0|Interfered on Ø8mm|Upstream|50.00|103.00|Yes||123.50|0.00|0.00|0.00|0|0.00|123.00||Yes|3.00|0.00|CW|Centrifugal
8250130|02-|825|825-914|Fan|FW|8280428|Asymmetric|45 51 37 31 37 51 44 32 32|3 M5x120° Ø95mm|Upstream|44.00|190.00|Yes||515.00|2.50|2.70|0.00|0|0.00|486.00|9|Yes|24.30|2.80|CW|Axial
8250133|02-|825|825-914|Fan|FW|8280434|Asymmetric|31 37 44 53 38 36 44 45 31|3 M5x120° Ø95mm|Upstream|41.00|180.00|Yes||488.00|2.20|0.00|0.00|0|0.00|458.80|9|Yes|22.00|2.20|CW|Axial
8250134|02-|825|825-914|Fan|FW|8280430|Asymmetric|44.75 43.72 46.22 48.04 41.76 41.76 51.82 41.93|3 M5x120° Ø95mm|Upstream|38.50|138.70|Yes||334.00|1.80|1.24|0.00|0|0.00|322.00|8|Yes|34.20|2.00|CW|Axial
8250135|02-|825|825-914|Fan|FW|8280456|Asymmetric|30,6 37 51 44,7 32 32 44,7 51 37|3 M5x120° Ø95mm|Upstream|45.00|194.00|Yes|U|525.00|2.50|2.50|0.00|0|1.24|496.00|9|Yes|30.00|2.80|CW|Axial
8250151|00-|825|825-914|Fan|FW|8280511|Asymmetric|39.14 39.18 39.27 41.17 40.82 39.27 39.25 39.23 42.67|3 M5x120° Ø100mm|Upstream|34.00|188.00|Yes||484.00|5.70|0.00|0.00|21269|0.75|475.00|9|Yes|23.00|2.80|CW|Axial
8250159|02-|825|825-914|Fan|BW|8280536|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|41.40|174.10|Yes||480.70|3.00|3.00|0.00|0|1.00|460.00|7|Yes|23.00|2.50|CW|Axial
8250159|01-|825|825-914|Fan|BW|8280536|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|41.40|174.10|Yes||480.70|3.00|3.00|0.00|0|1.00|460.00|7|Yes|23.00|2.50|CW|Axial
8250176|00-|825|825-914|Fan|BW|0|Symmetric|0|3 M5x120° Ø100mm|Upstream|34.00|149.00|Yes|VW|402.00|1.50|0.00|0.00|0|0.72|394.00|7|Yes|19.00|2.50|CCW|Axial
8250188|01-|825|825-914|Fan|BW|8280583|Asymmetric|35.7 44.5 43.9 34.9 34.9 48.5 37.5 40.2 39.9|3 M5x120° Ø117mm|Upstream|38.00|166.00|Yes||519.00|7.00|1.00|0.00|0|0.50|510.00|9|Yes|20.00|2.80|CW|Axial
8250188|00-|825|825-914|Fan|BW|8280583|Asymmetric|35.7 44.5 43.9 34.9 34.9 48.5 37.5 40.2 39.9|3 M5x120° Ø117mm|Upstream|38.00|166.00|Yes||519.00|7.00|1.00|0.00|1|0.50|510.00|9|Yes|20.00|2.80|CW|Axial
8250221|00-|825|825-914|Fan|FW|8280657|Asymmetric|21.1 48.6 34.9 34.9 44.6 35.7 39.7 40.2|M5 Milled Ø6.5mm shaft|Upstream|40.00|163.00|Yes|VW|507.00|3.00|1.50|0.00|18818|11.18|500.00|9|Yes|17.80|2.80|CW|Axial
8250221|01-|825|825-914|Fan|FW|8280657|Asymmetric|21.1 48.6 34.9 34.9 44.6 35.7 39.7 40.2|M5 Milled Ø6.5mm shaft|Upstream|40.00|163.00|Yes|VW|507.00|3.00|1.50|0.00|18818|11.18|500.00|9|Yes|17.80|2.80|CW|Axial
8250221|02-|825|825-914|Fan|FW|8280657|Asymmetric|21.1 48.6 34.9 34.9 44.6 35.7 39.7 40.2|M5 Milled Ø6.5mm shaft|Upstream|40.00|163.00|Yes|VW|507.00|3.00|1.50|0.00|18818|11.18|500.00|9|Yes|17.80|2.80|CW|Axial
8250223|01-|825|825-914|Fan|FW|8280669|Asymmetric|54.93255 102.2938 149.655 210.4132 257.775 305.1369|3 M5x120° Ø100mm|Upstream|36.50|160.00|Yes||404.00|1.50|0.00|0.00|61660|0.97|390.00|7|Yes|16.00|2.80|CW|Axial
8250223|00-|825|825-914|Fan|FW|8280669|Asymmetric|54.93255 102.2938 149.655 210.4132 257.775 305.1369|3 M5x120° Ø100mm|Upstream|36.50|160.00|Yes||404.00|1.50|0.00|0.00|61660|0.97|390.00|7|Yes|16.00|2.80|CW|Axial
8250226|00-|825|825-914|Fan|FW|8280673|Asymmetric|56.4 49.1 49.7 52.7 53.8 49|3 M5x120° Ø100mm|Upstream|31.00|137.00|Yes||346.00|5.00|2.00|0.00|5786|0.50|330.00|7|Yes|31.50|2.00|CW|Axial
8250226|01-|825|825-914|Fan|FW|8280673|Asymmetric|56.4 49.1 49.7 52.7 53.8 49|3 M5x120° Ø100mm|Upstream|31.00|137.00|Yes||346.00|5.00|2.00|0.00|5786|0.50|330.00|7|Yes|31.50|2.00|CW|Axial
8250226|02-|825|825-914|Fan|FW|8280673|Asymmetric|56.4 49.1 49.7 52.7 53.8 49|3 M5x120° Ø100mm|Upstream|31.00|137.00|Yes||346.00|5.00|2.00|0.00|5786|0.50|330.00|7|Yes|31.50|2.00|CW|Axial
8250227|01-|825|825-914|Fan|FW|8280674|Asymmetric|30.6 30.6 49.9 35.4 30.8 31.5 42 30.6 47.8|3 M5x120° Ø100mm|Upstream|35.50|137.00|Yes||346.00|2.50|2.00|0.00|5060|1.43|330.00|10|Yes|23.50|2.00|CW|Axial
8250227|02-|825|825-914|Fan|FW|8280674|Asymmetric|30.6 30.6 49.9 35.4 30.8 31.5 42 30.6 47.8|3 M5x120° Ø100mm|Upstream|35.50|137.00|Yes||346.00|2.50|2.00|0.00|5060|1.43|330.00|10|Yes|23.50|2.00|CW|Axial
8250227|00-|825|825-914|Fan|FW|8280674|Asymmetric|30.6 30.6 49.9 35.4 30.8 31.5 42 30.6 47.8|3 M5x120° Ø100mm|Upstream|35.50|137.00|Yes||346.00|2.50|2.00|0.00|5387|1.43|330.00|10|Yes|23.50|2.00|CW|Axial
8250267|00-|825|825-914|Fan|FW|8280775|Asymmetric|49.7 52.7 53.8 49 49.3 56.4 49.1|M5 Milled Ø6.5mm shaft|Upstream|37.00|190.00|Yes|U|476.00|2.50|2.00|0.00|24603|1.50|460.00|7|Yes|25.60|2.60|CW|Axial
8250269|00-|825|825-914|Fan|FW|8280755|Asymmetric|41.93 47.81 46.79 42.66 41.88 51.46 41.94|M5 Milled Ø6.5mm shaft|Upstream|40.00|180.00|Yes||438.50|0.00|0.00|0.00|15130|0.60|420.00|8|Yes|25.00|2.50|CW|Axial
8250278|00-|825|825-914|Fan|FW|8280796|Asymmetric|55 55 47.24 47.23 61.05 47.23 47.23|3 M5x120° Ø100mm|Upstream|33.00|141.00|Yes||330.00|2.50|1.00|0.00|999999|3.60|318.00|7|Yes|33.00|2.00|CW|Axial
8250293|00-|825|825-914|Fan|FW|8280492|Asymmetric|39.3 41.2 40.8 39.3 39.2 39.2 42.7 39.1 39.2|3 M5x120° Ø100mm Ø117mm|Upstream|37.00|187.00|Yes||489.00|2.50|1.00|0.00|21348|3.90|475.00|9|Yes|27.00|2.80|CCW|Axial
8250295|02a|825|825-914|Fan|BW|8280538|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|42.70|202.00|Yes|L|536.80|5.00|2.50|0.00|31712|4.70|520.00|9|Yes|21.50|3.00|CW|Axial
8250295|02-|825|825-914|Fan|BW|8280538|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|42.70|202.00|Yes|L|536.80|5.00|2.50|0.00|0|4.70|520.00|9|Yes|21.50|3.00|CW|Axial
8250295|00-|825|825-914|Fan|BW|8280538|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|42.70|202.00|Yes|L|536.00|5.00|2.50|0.00|31712|0.37|520.00|9|Yes|21.50|3.00|CW|Axial
8250295|01-|825|825-914|Fan|BW|8280538|Symmetric|0|M5 Milled Ø6.5mm shaft|Upstream|42.70|202.00|Yes|L|536.80|5.00|2.50|0.00|0|4.70|520.00|9|Yes|21.50|3.00|CW|Axial
8250296|00-|825|825-914|Fan|FW|8280848|Asymmetric|37 37 41 45.7 37 37.2 40.1 42.1|M5 Milled Ø6.5mm shaft|Upstream|39.00|186.80|Yes|L|507.00|3.00|3.00|0.00|30861|0.84|490.00|9|Yes|33.00|2.50|CW|Axial
8250297|00-|825|825-914|Fan|FW|8280819|Asymmetric|58.05,48.34,48.36,54.49,53.48,48.35,48.93|M5 Milled Ø6.5mm shaft|Upstream|37.50|140.00|Yes||450.00|3.00|0.80|0.00|12085|5.52|430.00|7|Yes|19.00|2.50|CW|Axial
8250048|00|825|825-914|Fan|FW|8280053||0|Seeger and pins on Metal plate|Upstream|42.00|140.00|No||383.00|0.00|0.00|0.00|0|0.00|368.00|6|Yes|27.00|0.00|CW|Axial
8250068|00|825|825-914|Fan|RADIAL|8280011|Symmetric|0|M5 Milled Ø7mm shaft|Upstream|23.00|110.00|No||168.00|3.00|0.00|0.00|0|0.00|168.00|6|No|0.00|0.00|CW|Axial
8250073|01|825|825-914|Fan|FW|8280053|Asymmetric|54 67.3 71.3 56.3 54 54.3|Seeger and pins on Metal plate|Upstream|42.00|140.00|Yes||383.00|0.00|0.00|0.00|0|0.11|370.00|6|Yes|27.00|2.00|CW|Axial
8250076|00|825|825-914|Fan|FW|8280043|Symmetric|0|Seeger and pins on Metal plate|Upstream|40.50|124.00|Yes||335.00|0.00|0.00|0.00|0|0.00|320.00|6|Yes|32.50|2.00|CW|Axial
8250129|01|825|825-914|Fan|FW|8280400|Asymmetric|29.8 39 29.2 34.4 33.6 29.2 35.5 29.1 37.4 33.7|3 M5x120° Ø95mm|Upstream|38.50|150.00|Yes||300.00|4.00|2.60|0.00|0|0.00|290.00|11|Yes|25.70|2.50|CW|Axial
8250150|02a|825|825-914|Fan|BW|8280465|Asymmetric|30.8 30.8 37.2 44.7 53.2 38.1 36.2 44 45|3 M5x120° Ø95mm Ø104mm|Upstream|39.00|185.00|Yes||488.00|3.40|1.20|0.00|0|0.00|458.80|9|Yes|26.00|2.20|CW|Axial
8250150|04-|825|825-914|Fan|BW|8280465|Asymmetric|30.8 30.8 37.2 44.7 53.2 38.1 36.2 44 45|3 M5x120° Ø95mm Ø104mm|Upstream|39.00|187.00|Yes||488.00|2.30|1.20|0.00|0|1.33|458.80|9|Yes|26.00|2.20|CW|Axial
8250150|05-|825|825-914|Fan|BW|8280465|Asymmetric|30.8 30.8 37.2 44.7 53.2 38.1 36.2 44 45|3 M5x120° Ø95mm Ø104mm|Upstream|39.00|187.00|Yes||488.00|2.30|1.20|0.00|0|1.33|458.80|9|Yes|26.00|2.20|CW|Axial
8250154|00-|825|825-914|Fan|FW|8280521|Asymmetric|36 42.6 36.1 36.15 50.8 36.2 37.3 36.2 48.7|3 M5x120° Ø100mm|Upstream|35.00|188.00|Yes|VW|484.00|3.70|1.00|0.00|0|999.00|475.00|9|Yes|27.00|2.80|CW|Axial
8250154|02a|825|825-914|Fan|FW|8280521|Asymmetric|0|M5 Milled Ø6.5mm shaft|Upstream|34.00|188.00|Yes||484.00|5.00|1.00|0.00|22695|1.24|475.00|9|Yes|23.00|2.80|CW|Axial
8250154|01-|825|825-914|Fan|FW|8280521|Asymmetric|36.1 37.3 36.1 48.7 36 42.6 36.2 36.2 50.8|3 M5x120° Ø100mm|Upstream|35.00|188.00|Yes||484.00|3.00|1.00|0.00|0|1.05|475.00|9|Yes|27.00|2.80|CW|Axial
8250154|02-|825|825-914|Fan|FW|8280521|Asymmetric|0|M5 Milled Ø6.5mm shaft|Upstream|34.00|188.00|Yes||484.00|5.00|1.00|0.00|0|1.24|475.00|9|Yes|23.00|2.80|CW|Axial
8250192|00-|825|825-914|Fan|FW|8280483|Asymmetric|46.2 42.1 42.6 46.8 50 40.8 40.6|3 M5x120° Ø100mm|Upstream|39.00|154.00|Yes||428.00|2.50|2.50|0.00|0|1.55|410.00|8|Yes|30.00|2.00|CW|Axial
8250197|00-|825|825-914|Fan|BW|8280598|Symmetric|0|3 M5x120° Ø100mm Ø117mm|Upstream|37.15|180.00|Yes|VW|479.50|1.50|1.00|0.00|0|1.70|490.30|9|Yes|29.60|2.50|CW|Axial
8250199|01-|825|825-914|Fan|FW|8280509|Asymmetric|43.9 66.3 43.6 51.5 47.4 63.7|3 M5x120° Ø100mm|Upstream|40.50|170.00|Yes||445.00|0.00|0.00|0.00|81712|13.20|430.00|7|Yes|26.00|2.20|CW|Axial
8250214|00-|825|825-914|Fan|BW|8280645|Asymmetric|56.1 52.1 48.2 55 46.6 59.1 42.9|3 M5x120° Ø100mm Ø117mm|Downstream|43.00|192.00|Yes|VW|529.00|8.00|1.00|0.00|26680|8.47|520.00|7|Yes|26.70|2.50|CCW|Axial
8250214|05-|825|825-914|Fan|BW|8280645|Asymmetric|56.1 52.1 48.2 55 46.6 59.1 42.9|3 M5x120° Ø100mm Ø117mm|Downstream|43.00|192.00|Yes|VW|529.00|8.00|1.00|0.00|26680|8.47|520.00|7|Yes|27.00|3.00|CW|Axial
8250214|01-|825|825-914|Fan|BW|8280645|Asymmetric|56.1 52.1 48.2 55 46.6 59.1 42.9|3 M5x120° Ø100mm Ø117mm|Downstream|43.00|192.00|Yes|VW|529.00|8.00|1.00|0.00|26680|8.47|520.00|7|Yes|26.70|2.50|CCW|Axial
8250214|04-|825|825-914|Fan|BW|8280645|Asymmetric|56.1 52.1 48.2 55 46.6 59.1 42.9|3 M5x120° Ø100mm Ø117mm|Downstream|43.00|192.00|Yes|VW|529.00|8.00|1.00|0.00|26680|8.47|520.00|7|Yes|27.00|3.00|CW|Axial
8250214|03-|825|825-914|Fan|BW|8280645|Asymmetric|56.1 52.1 48.2 55 46.6 59.1 42.9|3 M5x120° Ø100mm Ø117mm|Downstream|43.00|192.00|Yes|VW|529.00|8.00|1.00|0.00|26680|8.47|520.00|7|Yes|27.00|3.00|CCW|Axial
8250214|02-|825|825-914|Fan|BW|8280645|Asymmetric|56.1 52.1 48.2 55 46.6 59.1 42.9|3 M5x120° Ø100mm Ø117mm|Downstream|43.00|192.00|Yes|VW|529.00|8.00|1.00|0.00|26680|8.47|520.00|7|Yes|27.00|3.00|CCW|Axial
8250273|03-|825|825-914|Fan|FW|8280781|Asymmetric|33.16 33.18 33.35 44.22 34.77 33.16 33.16 39.99 33.66|3 M5x120° Ø100mm|Upstream|35.00|191.00|Yes|U|485.00|0.00|0.00|0.00|20790|2.71|460.00|10|Yes|22.80|2.80|CW|Axial
8250273|02-|825|825-914|Fan|FW|8280781|Asymmetric|33.16 33.18 33.35 44.22 34.77 33.16 33.16 39.99 33.66|3 M5x120° Ø100mm|Upstream|35.00|191.00|Yes|U|485.00|0.00|0.00|0.00|20790|2.71|460.00|10|Yes|22.80|2.80|CW|Axial
8250273|04-|825|825-914|Fan|FW|8280781|Asymmetric|33.16 33.18 33.35 44.22 34.77 33.16 33.16 39.99 33.66|3 M5x120° Ø100mm|Upstream|35.00|191.00|Yes|U|485.00|3.00|4.00|0.00|20790|2.71|460.00|10|Yes|22.80|2.80|CW|Axial
8250273|05-|825|825-914|Fan|FW|8280781|Asymmetric|33.16 33.18 33.35 44.22 34.77 33.16 33.16 39.99 33.66|3 M5x120° Ø100mm|Upstream|35.00|191.00|Yes|U|485.00|3.00|4.00|0.00|20790|2.71|460.00|10|Yes|22.80|2.80|CW|Axial
8250273|00-|825|825-914|Fan|FW|8280781|Asymmetric|0|3 M5x120° Ø100mm|Upstream|35.00|191.00|Yes|U|485.00|0.00|0.00|0.00|21645|2.72|460.00|10|Yes|22.80|2.80|CW|Axial
8250273|01-|825|825-914|Fan|FW|8280781|Asymmetric|33.16 33.18 33.35 44.22 34.77 33.16 33.16 39.99 33.66|3 M5x120° Ø100mm|Upstream|35.00|191.00|Yes|U|485.00|0.00|0.00|0.00|20790|2.71|460.00|10|Yes|22.80|2.80|CW|Axial
8250280|02-|825|825-914|Fan|FW|8280795|Asymmetric|50,53 43,82 60,79 48,68 49,06 48,95|M5 Milled Ø6.5mm shaft|Upstream|39.20|156.00|Yes||376.00|2.00|0.50|0.00|7714|0.38|360.00|7|Yes|23.00|2.00|CW|Axial
8250280|01-|825|825-914|Fan|FW|8280795|Asymmetric|50,53 43,82 60,79 48,68 49,06 48,95|M5 Milled Ø6.5mm shaft|Upstream|39.20|156.00|Yes||376.00|2.00|0.50|0.00|7827|0.38|360.00|7|Yes|23.00|2.00|CW|Axial
8250280|00-|825|825-914|Fan|FW|8280795|Asymmetric|50,53 43,82 60,79 48,68 49,06 48,95|M5 Milled Ø6.5mm shaft|Upstream|39.25|156.00|Yes||376.00|2.00|0.50|0.00|7827|0.38|360.00|7|Yes|23.00|2.00|CW|Axial
8250282|00-|825|825-914|Fan|FW|8280824|Symmetric|0|3 M5x120° Ø100mm|Upstream|43.10|176.00|Yes|U|447.00|1.00|1.00|0.00|18862|3.60|430.00|11|Yes|27.70|2.50|CW|Axial
